800.0000000009,99995.0966259667
1600.0000000047,99980.3866019335
2399.9999999986,99955.8699279002
3199.9999999796,99921.5466038667
3999.9999999607,99877.4166298331
4799.9999999418,99823.4800057993
5599.9999999229,99759.7367317654
6399.999999904,99686.1868077313
7199.999999885,99602.8302336971
7999.9999998661,99509.6670096628
8799.9999998472,99406.6971356283
9599.9999998283,99293.9206115937
10399.9999998094,99171.3374375589
11199.9999997905,99038.9476135246
11999.9999997715,98896.7511394916
12799.9999997526,98744.7480154599
13599.9999997337,98582.9382414295
14399.9999997148,98411.3218174003
15199.9999996959,98229.8987433724
15999.9999996769,98038.6690193458
16799.9999997526,97837.6326453204
17599.9999999156,97626.7896212964
18400.0000000786,97406.1399472736
19200.0000002416,97175.6836232521
20000.0000004045,96935.4206492319
20800.0000005675,96685.3510252129
21600.0000007305,96425.4747511941
22400.0000008935,96155.7918271737
23200.0000010565,95876.3022531518
24000.0000012194,95587.0060291283
24800.0000013824,95287.9031551033
25600.0000015454,94978.9936310766
26400.0000017084,94660.2774570485
27200.0000018714,94331.7546330187
28000.0000020344,93993.4251589874
28800.0000021973,93645.2890349545
29600.0000023603,93287.3462609201
30400.0000025233,92919.5968368841
31200.0000026863,92542.0407628465
32000.0000028493,92154.6780388074
32800.0000030122,91757.5086647667
33600.0000031752,91350.5326407244
34400.0000033382,90933.7499666805
35200.0000035012,90507.1606426351
36000.0000036642,90070.7646685882
36800.0000038271,89624.5620445396
37600.0000039901,89168.5527704895
38400.0000041531,88702.7368464379
39200.0000043161,88227.1142723847
40000.0000044791,87741.6850483299
40800.0000046421,87246.4491742735
41600.000004805,86741.4066502156
42400.000004968,86226.5574761579
43200.000005131,85701.9016521042
44000.000005294,85167.4391780546
44800.000005457,84623.1700540091
45600.0000056199,84069.0942799678
46400.0000057829,83505.2118559305
47200.0000059459,82931.5227818974
48000.0000061089,82348.0270578684
48800.0000062719,81754.7246838435
49600.0000064349,81151.6156598228
50400.0000065978,80538.6999858062
51200.0000067608,79915.9776617937
52000.0000069238,79283.4486877853
52800.0000070868,78641.113063781
53600.0000072498,77988.9707897808
54400.0000074127,77327.0218657848
55200.0000075757,76655.2662917929
56000.0000077387,75973.7040678051
56800.0000079017,75282.3351938214
57600.0000080647,74581.1596698418
58400.0000082277,73870.1774958664
59200.0000083906,73149.3886718951
60000.0000085536,72418.7931979279
60800.0000087166,71678.3910739648
61600.0000088796,70928.1823000058
62400.0000090426,70168.166876051
63200.0000092055,69398.3448021003
64000.0000093685,68618.7160781537
64800.0000095315,67829.2807042112
65600.0000096945,67030.0386802728
66400.0000098575,66220.9900063386
67200.0000100204,65402.1346824084
68000.0000101834,64573.4727084824
68800.0000103464,63735.0040845605
69600.0000105094,62886.7288106428
70400.0000106724,62028.6468867291
71200.0000108353,61160.7583128196
72000.0000109983,60283.0630889142
72800.0000111613,59395.5612150129
73600.0000113243,58498.2526911157
74400.0000114873,57591.1375172227
75200.0000116503,56674.2156933338
76000.0000118132,55747.487219449
