4,15.19335
12,45.58005
24,91.1601
40,151.9335
60,227.90025
84,319.06035
112,425.4138
144,546.9606
180,683.70075
220,835.63425
264,1002.7611
312,1185.0813
364,1382.59485
420,1595.30175
480,1823.202
544,2066.2956
612,2324.58255
684,2598.06285
760,2886.7365
840,3190.6035
924,3509.66385
1012,3843.91755
1104,4193.3646
1200,4558.005
1300,4937.83875
1404,5332.86585
1512,5743.0863
1624,6168.5001
1740,6609.10725
1860,7064.90775
1984,7535.9016
2112,8022.0888
2244,8523.46935
2380,9040.04325
2520,9571.8105
2664,10118.7711
2812,10680.92505
2964,11258.27235
3120,11850.813
3280,12458.547
3444,13081.47435
3612,13719.59505
3784,14372.9091
3960,15041.4165
4140,15725.11725
4324,16424.01135
4512,17138.0988
4704,17867.3796
4900,18611.85375
5100,19371.52125
5304,20146.3821
5512,20936.4363
5724,21741.68385
5940,22562.12475
6160,23397.759
6384,24248.5866
6612,25114.60755
6844,25995.82185
7080,26892.2295
7320,27803.8305
7564,28730.62485
7812,29672.61255
8064,30629.7936
8320,31602.168
8580,32589.73575
8844,33592.49685
9112,34610.4513
9384,35643.5991
9660,36691.94025
9940,37755.47475
10224,38834.2026
10512,39928.1238
10804,41037.23835
11100,42161.54625
11396,43276.0475
11692,44380.7421
11988,45475.63005
12284,46560.71135
12580,47635.986
12876,48701.454
13172,49757.11535
13468,50802.97005
13764,51839.0181
14060,52865.2595
14356,53881.69425
14652,54888.32235
14948,55885.1438
15244,56872.1586
15540,57849.36675
15836,58816.76825
16132,59774.3631
16428,60722.1513
16724,61660.13285
17020,62588.30775
17316,63506.676
17612,64415.2376
17908,65313.99255
18204,66202.94085
18500,67082.0825
18796,67951.4175
19092,68810.9458500001
19388,69660.66755
19684,70500.5826
19980,71330.691
20276,72150.99275
20572,72961.48785
20868,73762.1763
21164,74553.0581
21460,75334.13325
21756,76105.4017500001
22052,76866.8636000001
22348,77618.5188
22644,78360.36735
22940,79092.40925
23236,79814.6445
23532,80527.0731
23828,81229.69505
24124,81922.51035
24420,82605.5190000001
24716,83278.721
25012,83942.1163500001
25308,84595.7050500001
25604,85239.4871000001
25900,85873.4625000001
26196,86497.6312500001
26492,87111.9933500001
26788,87716.5488000001
27084,88311.2976000001
27380,88896.23975
27676,89471.3752500001
27972,90036.7041000001
28268,90592.2263000001
28564,91137.9418500001
28860,91673.8507500001
29156,92199.9530000001
29452,92716.2486000001
29748,93222.7375500001
30044,93719.4198500001
30340,94206.2955000001
30636,94683.3645000001
30932,95150.6268500001
31228,95608.0825500001
31524,96055.7316000001
31820,96493.5740000001
32116,96921.6097500001
32412,97339.8388500001
32708,97748.2613000001
33004,98146.8771000001
33300,98535.6862500001
33596,98914.6887500001
33892,99283.8846000001
34188,99643.2738000001
34484,99992.8563500001
34780,100332.63225
35076,100662.6015
35372,100982.7641
35668,101293.12005
35964,101593.66935
36260,101884.412
36556,102165.348
36852,102436.47735
37148,102697.80005
37444,102949.3161
37740,103191.0255
38036,103422.92825
38332,103645.02435
38628,103857.3138
38924,104059.7966
39220,104252.47275
39516,104435.34225
39812,104608.4051
40108,104771.6613
40404,104925.11085
40700,105068.75375
40996,105202.59
41292,105326.6196
41588,105440.84255
41884,105545.25885
42180,105639.8685
42476,105724.6715
42772,105799.66785
43068,105864.85755
43364,105920.2406
43660,105965.817
43956,106001.58675
44252,106027.54985
44548,106043.7063
44844,106050.0561
45140,106046.59925
45436,106033.33575
45732,106010.2656
46028,105977.3888
46324,105934.70535
46620,105882.21525
46916,105819.9185
47212,105747.8151
47508,105665.90505
47804,105574.18835
48100,105472.665
48396,105361.335
48692,105240.19835
48988,105109.25505
49284,104968.5051
49580,104817.9485
49876,104657.58525
50172,104487.41535
50468,104307.4388
